Fecha de cotización;Apertura;Cierre;Máximo;Mínimo;Promedio;Cantidad negociada;Monto negociado (S/);Fecha anterior;Cierre anterior corregido
30/12/2019;9.2;9.2;9.2;9.2;9.200321554;242261;2228879.1;27/12/2019;9.2
27/12/2019;9.2;9.2;9.2;9.2;9.2;146736;1349971.2;26/12/2019;9.2
26/12/2019;9.14;9.2;9.2;9.14;9.173805447;6425;58941.7;24/12/2019;9.19
24/12/2019;9.2;9.19;9.2;9.19;9.199341753;154076;1417397.78;23/12/2019;9.2
23/12/2019;9.2;9.2;9.2;9.19;9.199647116;55854;513837.09;20/12/2019;9.2
20/12/2019;9.2;9.2;9.2;9.2;9.2;121602;1118738.4;19/12/2019;9.2
19/12/2019;8.84;9.2;9.2;8.84;9.067175477;405456;3676340.7;18/12/2019;8.79
18/12/2019;8.7;8.79;8.79;8.7;8.725931753;46273;403775.04;17/12/2019;8.7
17/12/2019;8.7;8.7;8.7;8.7;8.699999165;598957;5210925.4;16/12/2019;8.7
16/12/2019;8.73;8.7;8.75;8.7;8.704700422;76057;662053.4;13/12/2019;8.75
13/12/2019;8.75;8.75;8.75;8.75;8.749852217;10150;88811;12/12/2019;8.75
12/12/2019;8.8;8.75;8.8;8.75;8.763088735;135460;1187048;11/12/2019;8.8
11/12/2019;8.9;8.8;8.9;8.8;8.895390638;427608;3803740.2;10/12/2019;8.95
10/12/2019;8.62;8.95;8.95;8.62;8.807233911;727594;6408090.55;9/12/2019;8.62
9/12/2019;8.55;8.62;8.62;8.55;8.584407334;40689;349290.95;6/12/2019;8.54
6/12/2019;8.5;8.54;8.55;8.5;8.503470331;535410;4552843.05;5/12/2019;8.5
5/12/2019;8.5;8.5;8.51;8.5;8.500016713;1631649;13869043.77;4/12/2019;8.5
4/12/2019;8.65;8.5;8.65;8.5;8.521591741;1823695;15540784.25;3/12/2019;8.65
3/12/2019;8.8;8.65;8.8;8.65;8.769994449;194574;1706412.9;2/12/2019;8.8
2/12/2019;8.8;8.8;8.8;8.8;8.8;39525;347820;29/11/2019;8.8
29/11/2019;8.8;8.8;8.8;8.8;8.8;5000;44000;28/11/2019;8.75
28/11/2019;8.85;8.75;8.85;8.75;8.772929667;80446;705747.1;27/11/2019;8.8
27/11/2019;8.86;8.8;8.86;8.75;8.807178253;151913;1337924.87;26/11/2019;8.9
26/11/2019;8.9;8.9;8.9;8.9;8.9;234048;2083027.2;25/11/2019;8.9
25/11/2019;8.9;8.9;8.9;8.9;8.896945277;5336;47474.1;22/11/2019;8.9
22/11/2019;8.9;8.9;8.9;8.9;8.9;39181;348710.9;21/11/2019;8.9
21/11/2019;8.9;8.9;8.9;8.9;8.9;135002;1201517.8;20/11/2019;8.89
20/11/2019;8.85;8.89;8.89;8.85;8.886416944;130972;1163871.8;19/11/2019;8.85
19/11/2019;8.93;8.85;8.93;8.85;8.879655405;418578;3716828.4;18/11/2019;8.93
18/11/2019;8.97;8.93;8.97;8.93;8.930470202;382814;3418709.02;15/11/2019;9
15/11/2019;9;9;9;9;9;15933;143397;14/11/2019;9
14/11/2019;8.96;9;9;8.96;8.993502684;174195;1566623.2;13/11/2019;9
13/11/2019;9;9;9;9;9;147500;1327500;12/11/2019;9
12/11/2019;9;9;9;9;9;96636;869724;11/11/2019;9
11/11/2019;8.95;9;9;8.95;8.954668562;250152;2240028.25;8/11/2019;9
8/11/2019;9.2;9;9.2;9;9.005446614;187052;1684486.8;7/11/2019;9.2
7/11/2019;9.2;9.2;9.2;9.2;9.2;146368;1346585.6;6/11/2019;9.2
6/11/2019;9.2;9.2;9.2;9.2;9.2;652793;6005695.6;5/11/2019;9.2
5/11/2019;9.2;9.2;9.2;9.2;9.2;354552;3261878.4;4/11/2019;9.2
4/11/2019;9.17;9.2;9.2;9.17;9.186880342;14040;128983.8;31/10/2019;9.17
31/10/2019;9.2;9.17;9.2;9.17;9.170219643;537600;4929910.08;30/10/2019;9.16
30/10/2019;9.2;9.16;9.2;9.15;9.171769189;20207;185333.94;29/10/2019;9.2
29/10/2019;9.23;9.2;9.23;9.2;9.213296837;179381;1652690.4;28/10/2019;9.23
28/10/2019;9.15;9.23;9.23;9.15;9.211068702;6550;60332.5;25/10/2019;9.2
25/10/2019;9.23;9.2;9.23;9.2;9.219971386;110085;1014980.55;24/10/2019;9.23
24/10/2019;9.23;9.23;9.23;9.22;9.229871096;92317;852074.01;23/10/2019;9.23
23/10/2019;9.3;9.23;9.3;9.23;9.244817414;235533;2177459.58;22/10/2019;9.32
22/10/2019;9.36;9.32;9.36;9.32;9.340875025;10194;95220.88;21/10/2019;9.4
21/10/2019;9.45;9.4;9.45;9.4;9.442564089;75559;713470.7;18/10/2019;9.41
18/10/2019;9.35;9.41;9.41;9.35;9.370056252;117862;1104373.57;17/10/2019;9.31
17/10/2019;9.31;9.31;9.31;9.31;9.31;5000;46550;16/10/2019;9.26
16/10/2019;9.26;9.26;9.26;9.26;9.26;142429;1318892.54;15/10/2019;9.3
15/10/2019;9.25;9.3;9.3;9.25;9.299192793;30971;288005.3;14/10/2019;9.3
14/10/2019;9.25;9.3;9.3;9.25;9.296956131;91134;847268.8;11/10/2019;9.2
11/10/2019;9.05;9.2;9.2;9;9.123786553;100025;912606.75;10/10/2019;9
10/10/2019;9;9;9;9;8.999982183;291852;2626662.8;9/10/2019;9
9/10/2019;9.02;9;9.03;9;9.006552296;880940;7934232.18;7/10/2019;9.02
7/10/2019;9.01;9.02;9.02;9.01;9.011306241;6890;62087.9;4/10/2019;9.01
4/10/2019;9;9.01;9.05;9;9.002963146;219024;1971865;3/10/2019;9
3/10/2019;9;9;9;9;9;147254;1325286;2/10/2019;9.05
2/10/2019;9.08;9.05;9.08;9.05;9.059046525;8705;78859;1/10/2019;9.08
1/10/2019;9.2;9.08;9.25;9;9.031411453;337404;3047234.35;27/09/2019;9.3
30/09/2019;;;;;;;;27/09/2019;9.3
27/09/2019;9.3;9.3;9.3;9.3;9.3;67323;626103.9;26/09/2019;9.25
26/09/2019;9.26;9.25;9.26;9.25;9.251068934;42098;389451.5;25/09/2019;9.26
25/09/2019;9.3;9.26;9.3;9.26;9.293921303;5896;54796.96;24/09/2019;9.3
24/09/2019;9.35;9.3;9.35;9.3;9.347568945;173398;1620849.76;23/09/2019;9.35
23/09/2019;9.35;9.35;9.4;9.35;9.391811148;88535;831504;20/09/2019;9.3
20/09/2019;9.25;9.3;9.3;9.25;9.250035508;4231455;39141109;19/09/2019;9.25
19/09/2019;9.4;9.25;9.4;9.25;9.25172476;1166591;10792978.84;18/09/2019;9.4
18/09/2019;9.39;9.4;9.4;9.39;9.39313253;4150;38981.5;17/09/2019;9.39
17/09/2019;9.39;9.39;9.39;9.39;9.39;10000;93900;16/09/2019;9.39
16/09/2019;9.39;9.39;9.39;9.39;9.39;1000;9390;13/09/2019;9.4
13/09/2019;9.4;9.4;9.4;9.35;9.352349382;133865;1251952.25;12/09/2019;9.4
12/09/2019;9.4;9.4;9.45;9.4;9.402749678;54370;511227.5;11/09/2019;9.4
11/09/2019;9.4;9.4;9.4;9.4;9.4;281282;2644050.8;10/09/2019;9.4
10/09/2019;9.41;9.4;9.41;9.4;9.400291262;20600;193646;9/09/2019;9.36
9/09/2019;9.4;9.36;9.4;9.36;9.395118272;95458;896839.2;6/09/2019;9.4
6/09/2019;9.4;9.4;9.4;9.35;9.372893963;206834;1938633.15;5/09/2019;9.35
5/09/2019;9.5;9.35;9.5;9.3;9.336328317;1051842;9820342.25;4/09/2019;9.4
4/09/2019;9.5;9.4;9.5;9.4;9.422143428;251415;2368868.19;3/09/2019;9.5
3/09/2019;9.55;9.5;9.55;9.5;9.53267049;71485;681442.95;2/09/2019;9.5
2/09/2019;9.5;9.5;9.55;9.5;9.515912548;446393;4247836.75;29/08/2019;9.5
29/08/2019;9.5;9.5;9.5;9.5;9.5;5550;52725;28/08/2019;9.45
28/08/2019;9.45;9.45;9.45;9.45;9.45;113970;1077016.5;27/08/2019;9.4
27/08/2019;9.35;9.4;9.4;9.35;9.391457433;176955;1661865.35;26/08/2019;9.4
26/08/2019;9.4;9.4;9.4;9.4;9.4;5000;47000;23/08/2019;9.45
23/08/2019;9.5;9.45;9.5;9.45;9.485527945;102056;968055.04;22/08/2019;9.56
22/08/2019;9.7;9.56;9.7;9.56;9.57443644;77454;741578.4;21/08/2019;9.56
21/08/2019;9.6;9.56;9.6;9.56;9.563307692;260000;2486460;20/08/2019;9.7
20/08/2019;9.6;9.7;9.7;9.6;9.600790256;131603;1263492.8;19/08/2019;9.65
19/08/2019;9.65;9.65;9.75;9.65;9.728755556;5625;54724.25;16/08/2019;9.65
16/08/2019;9.65;9.65;9.7;9.65;9.650123752;808069;7797965.85;15/08/2019;9.7
15/08/2019;9.65;9.7;9.7;9.65;9.677651576;12370;119712.55;14/08/2019;9.7
14/08/2019;9.65;9.7;9.7;9.65;9.667748918;2310;22332.5;13/08/2019;9.65
13/08/2019;9.7;9.65;9.7;9.65;9.688579198;2942;28503.8;12/08/2019;9.6
12/08/2019;9.7;9.6;9.7;9.6;9.600653883;229399;2202380.4;9/08/2019;9.7
9/08/2019;9.8;9.7;9.8;9.7;9.747196516;104923;1022705.1;8/08/2019;9.85
8/08/2019;9.8;9.85;9.85;9.75;9.760198298;899504;8779337.41;7/08/2019;9.75
7/08/2019;9.8;9.75;9.8;9.75;9.767910309;937555;9157953.15;6/08/2019;9.8
6/08/2019;9.95;9.8;9.95;9.8;9.821528011;187191;1838501.65;5/08/2019;9.95
5/08/2019;10;9.95;10;9.95;9.992222222;9900;98923;2/08/2019;10.15
2/08/2019;10;10.15;10.15;10;10.08745318;42720;430936;1/08/2019;10.01
1/08/2019;10.5;10.01;10.5;10.01;10.03939394;165000;1656500;31/07/2019;10.6
31/07/2019;10.6;10.6;10.6;10.5;10.59805462;66311;702767.6;30/07/2019;10.69
30/07/2019;10.8;10.69;10.8;10.69;10.74929184;58772;631757.38;26/07/2019;10.9
26/07/2019;10.9;10.9;10.9;10.9;10.89900901;2775;30244.75;25/07/2019;10.9
25/07/2019;10.9;10.9;10.9;10.9;10.9;9389;102340.1;24/07/2019;10.9
24/07/2019;10.85;10.9;10.9;10.8;10.85434058;135293;1468516.3;23/07/2019;10.85
23/07/2019;10.79;10.85;10.85;10.79;10.84822534;49249;534264.25;22/07/2019;10.7
22/07/2019;10.8;10.7;10.8;10.7;10.72561239;203088;2178243.17;19/07/2019;10.75
19/07/2019;10.65;10.75;10.77;10.65;10.6661056;978885;10440890.78;18/07/2019;10.65
18/07/2019;10.65;10.65;10.65;10.65;10.65;3170;33760.5;17/07/2019;10.65
17/07/2019;10.65;10.65;10.66;10.65;10.65011049;66975;713291.15;16/07/2019;10.65
16/07/2019;10.55;10.65;10.65;10.55;10.59019934;30100;318765;15/07/2019;10.55
15/07/2019;10.55;10.55;10.55;10.55;10.55;145183;1531680.65;12/07/2019;10.7
12/07/2019;10.55;10.7;10.7;10.55;10.59836295;147460;1562834.6;11/07/2019;10.55
11/07/2019;10.3;10.55;10.55;10.3;10.53577698;704567;7423160.78;10/07/2019;10.25
10/07/2019;10.25;10.25;10.25;10.25;10.25;187210;1918902.5;9/07/2019;10.25
9/07/2019;10.2;10.25;10.25;10.2;10.24657829;27910;285982;8/07/2019;10.15
8/07/2019;10.28;10.15;10.28;10.15;10.23463277;966146;9888149.51;5/07/2019;10.28
5/07/2019;10.35;10.28;10.35;10.28;10.34047368;87085;900500.15;4/07/2019;10.35
4/07/2019;10.35;10.35;10.35;10.32;10.34987131;530358;5489137.05;3/07/2019;10.34
3/07/2019;10.35;10.34;10.35;10.34;10.3498282;434470;4496689.86;2/07/2019;10.35
2/07/2019;10.33;10.35;10.35;10.33;10.34842327;50738;525058.3;1/07/2019;10.33
1/07/2019;10.33;10.33;10.35;10.3;10.33051038;481893;4978200.64;28/06/2019;10.33
28/06/2019;10.3;10.33;10.33;10.3;10.32788104;21520;222256;27/06/2019;10.32
27/06/2019;10.28;10.32;10.33;10.28;10.31573088;49057;506058.81;26/06/2019;10.28
26/06/2019;10.33;10.28;10.33;10.28;10.28015029;299430;3078185.4;25/06/2019;10.28
25/06/2019;10.35;10.28;10.4;10.28;10.32852778;192424;1987456.63;24/06/2019;10.4
24/06/2019;10.44;10.4;10.44;10.4;10.40882611;51325;534233;21/06/2019;10.44
21/06/2019;10.49;10.44;10.49;10.44;10.46814276;108376;1134495.44;20/06/2019;10.49
20/06/2019;10.5;10.49;10.52;10.49;10.49919847;227277;2386226.33;19/06/2019;10.49
19/06/2019;10.5;10.49;10.5;10.49;10.49271791;20972;220053.28;18/06/2019;10.6
18/06/2019;10.55;10.6;10.6;10.55;10.58458999;22414;237243;17/06/2019;10.55
17/06/2019;10.55;10.55;10.55;10.55;10.55;312290;3294659.5;14/06/2019;10.59
14/06/2019;10.58;10.59;10.6;10.55;10.56464477;104201;1100846.55;13/06/2019;10.58
13/06/2019;10.57;10.58;10.58;10.57;10.57963652;28530;301837.03;12/06/2019;10.57
12/06/2019;10.59;10.57;10.6;10.57;10.57979138;145000;1534069.75;11/06/2019;10.58
11/06/2019;10.58;10.58;10.58;10.58;10.58;214354;2267865.32;10/06/2019;10.58
10/06/2019;10.58;10.58;10.58;10.58;10.58;200000;2116000;7/06/2019;10.55
7/06/2019;10.55;10.55;10.55;10.55;10.55;23759;250657.45;6/06/2019;10.55
6/06/2019;10.57;10.55;10.57;10.55;10.56940044;130095;1375026.15;5/06/2019;10.6
5/06/2019;10.65;10.6;10.65;10.6;10.60535576;189329;2007901.4;4/06/2019;10.65
4/06/2019;10.65;10.65;10.65;10.65;10.65;32050;341332.5;3/06/2019;10.65
3/06/2019;10.65;10.65;10.65;10.65;10.65;370659;3947518.35;31/05/2019;10.64
31/05/2019;10.61;10.64;10.65;10.61;10.64235996;140117;1491175.55;30/05/2019;10.61
30/05/2019;10.61;10.61;10.61;10.61;10.61;93980;997127.8;29/05/2019;10.61
29/05/2019;10.55;10.61;10.61;10.55;10.5565655;430858;4548380.7;28/05/2019;10.55
28/05/2019;10.55;10.55;10.55;10.55;10.55;552169;5825382.95;27/05/2019;10.5
27/05/2019;10.5;10.5;10.5;10.5;10.5;2235;23467.5;24/05/2019;10.45
24/05/2019;10.45;10.45;10.45;10.45;10.45;5000;52250;23/05/2019;10.45
23/05/2019;10.5;10.45;10.5;10.4;10.451633;356590;3726947.81;22/05/2019;10.5
22/05/2019;10.5;10.5;10.5;10.5;10.5;32507;341323.5;21/05/2019;10.55
21/05/2019;10.54;10.55;10.55;10.54;10.54223045;8236;86825.81;20/05/2019;10.54
20/05/2019;10.55;10.54;10.55;10.54;10.54957283;9364;98786.2;17/05/2019;10.5
17/05/2019;10.65;10.5;10.65;10.5;10.57463975;75295;796217.5;16/05/2019;10.7
16/05/2019;10.75;10.7;10.75;10.7;10.71569939;72885;781013.75;15/05/2019;10.75
15/05/2019;10.8;10.75;10.8;10.75;10.77548209;14520;156460;14/05/2019;10.8
14/05/2019;10.85;10.8;10.85;10.75;10.79160075;424514;4581185.6;13/05/2019;10.8
13/05/2019;10.85;10.8;10.85;10.8;10.8006673;104900;1132990;10/05/2019;10.85
10/05/2019;10.8;10.85;10.85;10.8;10.81321042;1329371;14374768.35;9/05/2019;10.75
9/05/2019;10.75;10.75;10.75;10.75;10.75;3000;32250;8/05/2019;10.75
8/05/2019;10.71;10.75;10.75;10.71;10.73358564;81146;870987.54;6/05/2019;10.71
7/05/2019;;;;;10.75;483;5192.25;6/05/2019;10.71
6/05/2019;10.71;10.71;10.71;10.71;10.71;138300;1481193;3/05/2019;10.71
3/05/2019;10.7;10.71;10.73;10.7;10.71308124;85683;917928.94;2/05/2019;10.7
2/05/2019;10.7;10.7;10.7;10.6;10.66622402;133364;1422490.3;30/04/2019;10.7
30/04/2019;10.6;10.7;10.7;10.6;10.61252521;60007;636825.8;29/04/2019;10.65
29/04/2019;10.65;10.65;10.65;10.65;10.65;99346;1058034.9;26/04/2019;10.7
26/04/2019;10.7;10.7;10.7;10.7;10.7;1750;18725;25/04/2019;10.7
25/04/2019;10.71;10.7;10.71;10.66;10.70843521;1366890;14637253;24/04/2019;10.71
24/04/2019;10.76;10.71;10.76;10.71;10.75862892;193278;2079406.28;23/04/2019;10.76
23/04/2019;11.05;11;11.05;11;11.02863558;117017;1290537.85;22/04/2019;11.05
22/04/2019;11.05;11.05;11.05;11;11.04689653;32222;355953.1;17/04/2019;11
17/04/2019;11.05;11;11.05;11;11.01750592;215410;2373280.95;16/04/2019;11.05
16/04/2019;11.1;11.05;11.1;11.05;11.06252498;15010;166048.5;15/04/2019;11.05
15/04/2019;11.1;11.05;11.1;11.05;11.08092902;164732;1825383.6;12/04/2019;11.1
12/04/2019;11.05;11.1;11.1;11.05;11.07272727;11000;121800;11/04/2019;11.05
11/04/2019;11;11.05;11.05;11;11.01868043;128913;1420451.15;10/04/2019;11.05
10/04/2019;11.05;11.05;11.08;11.05;11.06875094;97145;1075273.81;9/04/2019;11.05
9/04/2019;11.1;11.05;11.1;11.05;11.05175497;65528;724199.4;8/04/2019;11.1
8/04/2019;11.1;11.1;11.1;11.1;11.1;104700;1162170;5/04/2019;11.15
5/04/2019;11.15;11.15;11.24;11.15;11.17932105;82627;923713.76;4/04/2019;11.2
4/04/2019;11.15;11.2;11.2;11.13;11.1668828;486840;5436485.22;3/04/2019;11.15
3/04/2019;11.05;11.15;11.17;11.05;11.13437079;535795;5965740.2;2/04/2019;11.05
2/04/2019;10.95;11.05;11.05;10.95;11.04030653;200114;2209319.9;1/04/2019;10.85
1/04/2019;10.85;10.85;10.85;10.85;10.85;103649;1124591.65;29/03/2019;10.85
29/03/2019;10.85;10.85;10.85;10.85;10.85;96028;1041903.8;28/03/2019;10.85
28/03/2019;10.9;10.85;10.9;10.85;10.85189597;209655;2275154.25;27/03/2019;10.9
27/03/2019;10.95;10.9;10.95;10.9;10.90849076;343120;3742921.35;26/03/2019;11
26/03/2019;11.05;11;11.1;11;11.01539212;55353;609735;25/03/2019;11.05
25/03/2019;11.15;11.05;11.15;11.05;11.08115299;118258;1310434.99;22/03/2019;11.15
22/03/2019;11.15;11.15;11.15;11.15;11.15;22016;245478.4;21/03/2019;11.18
21/03/2019;11.18;11.18;11.18;11.18;11.18;101470;1134434.6;20/03/2019;11.2
20/03/2019;11.24;11.2;11.25;11.2;11.23781905;36319;408146.35;19/03/2019;11.24
19/03/2019;11.24;11.24;11.24;11.24;11.24;63152;709828.48;18/03/2019;11.25
18/03/2019;11.24;11.25;11.25;11.24;11.24993753;800386;9004292.5;15/03/2019;11.19
15/03/2019;11.19;11.19;11.24;11.19;11.20149085;112459;1259708.46;14/03/2019;11.14
14/03/2019;11.14;11.14;11.14;11.14;11.14;19615;218511.1;13/03/2019;11.19
13/03/2019;11.2;11.19;11.2;11.19;11.19965434;83348;933468.79;12/03/2019;11.2
12/03/2019;11.21;11.2;11.3;11.2;11.27492791;1644390;18540378.7;11/03/2019;11.2
11/03/2019;11.15;11.2;11.2;11.15;11.18783108;148756;1664257;8/03/2019;11.2
8/03/2019;11.15;11.2;11.2;11.15;11.19747342;605602;6781212.3;7/03/2019;11.15
7/03/2019;11.05;11.15;11.15;11.05;11.06614415;225797;2498702.15;6/03/2019;11.05
6/03/2019;10.99;11.05;11.05;10.99;11.00556576;205273;2259145.5;5/03/2019;10.99
5/03/2019;11.2;10.99;11.2;10.95;11.00118869;677130;7449234.9;4/03/2019;11.25
4/03/2019;11.25;11.25;11.25;11.25;11.25;5000;56250;1/03/2019;11.3
1/03/2019;11.25;11.3;11.3;11.25;11.27641509;5300;59765;28/02/2019;11.25
28/02/2019;11.21;11.25;11.25;11.21;11.24954095;85916;966515.56;27/02/2019;11.25
27/02/2019;11.3;11.25;11.3;11.25;11.2875;40000;451500;26/02/2019;11.29
26/02/2019;11.3;11.29;11.3;11.29;11.29949668;906588;10243988.1;25/02/2019;11.3
25/02/2019;11.31;11.3;11.31;11.3;11.30019557;381452;4310482.2;22/02/2019;11.26
22/02/2019;11.2;11.26;11.26;11.2;11.21335227;88000;986775;21/02/2019;11.2
21/02/2019;11.2;11.2;11.2;11.15;11.19963481;504255;5647471.85;20/02/2019;11.2
20/02/2019;11.26;11.2;11.26;11.2;11.24719612;332493;3739613.98;19/02/2019;11.26
19/02/2019;11.2;11.26;11.35;11.2;11.30115066;242722;2743037.89;18/02/2019;11.2
18/02/2019;11.3;11.2;11.3;11.2;11.25025361;512600;5766880;15/02/2019;11.35
15/02/2019;11.39;11.35;11.4;11.35;11.38833333;6000;68330;14/02/2019;11.4
14/02/2019;11.36;11.4;11.4;11.36;11.39874418;891825;10165685.03;13/02/2019;11.36
13/02/2019;11.31;11.36;11.36;11.31;11.34234837;306408;3475386.28;12/02/2019;11.31
12/02/2019;11.3;11.31;11.31;11.3;11.30893087;43755;494822.27;11/02/2019;11.4
11/02/2019;11.4;11.4;11.4;11.4;11.4;5800;66120;8/02/2019;11.46
8/02/2019;11.46;11.46;11.46;11.46;11.46;6500;74490;7/02/2019;11.46
7/02/2019;11.35;11.46;11.51;11.35;11.43599191;543963;6220756.47;6/02/2019;11.3
6/02/2019;11.3;11.3;11.35;11.3;11.30402269;268477;3034870.1;5/02/2019;11.35
5/02/2019;11.55;11.35;11.55;11.35;11.47300751;246613;2829392.8;4/02/2019;11.55
4/02/2019;11.33;11.55;11.55;11.33;11.47305322;583476;6694251.2;1/02/2019;11.3
1/02/2019;10.7;11.3;11.45;10.7;11.11066936;636326;7070007.79;31/01/2019;10.56
31/01/2019;10.5;10.56;10.65;10.5;10.5745292;652133;6895999.45;30/01/2019;10.47
30/01/2019;10.45;10.47;10.53;10.45;10.47976606;368595;3862789.37;29/01/2019;10.45
29/01/2019;10.45;10.45;10.45;10.45;10.45;76000;794200;28/01/2019;10.45
28/01/2019;10.5;10.45;10.5;10.45;10.49568182;7700;80816.75;25/01/2019;10.55
25/01/2019;10.33;10.55;10.55;10.33;10.49038358;278170;2918110;24/01/2019;10.28
24/01/2019;10.25;10.28;10.33;10.25;10.27643662;146055;1500924.95;23/01/2019;10.2
23/01/2019;10.2;10.2;10.2;10.19;10.19972185;105052;1071501.18;22/01/2019;10.15
22/01/2019;10.15;10.15;10.15;10.15;10.15;1180;11977;21/01/2019;10.15
21/01/2019;10.15;10.15;10.15;10.15;10.15;15662;158969.3;18/01/2019;10.16
18/01/2019;10.2;10.16;10.2;10.16;10.19942601;55193;562936.92;17/01/2019;10.2
17/01/2019;10.2;10.2;10.25;10.2;10.20506948;33534;342216.8;16/01/2019;10.2
16/01/2019;10.2;10.2;10.2;10.2;10.2;61701;629350.2;15/01/2019;10.2
15/01/2019;10.2;10.2;10.2;10.2;10.2;9840;100368;14/01/2019;10.2
14/01/2019;10.12;10.2;10.2;10.12;10.16278963;16504;167726.68;11/01/2019;10.12
11/01/2019;10.15;10.12;10.15;10.12;10.13044923;80983;820394.17;10/01/2019;10.15
10/01/2019;10.1;10.15;10.15;10.1;10.11101783;59283;599411.47;9/01/2019;10.1
9/01/2019;10.05;10.1;10.1;10;10.05551645;358319;3603082.6;8/01/2019;10
8/01/2019;10;10;10;10;10;496806;4968060;7/01/2019;10
7/01/2019;10;10;10;9.99;9.999971093;588093;5880913;4/01/2019;10
4/01/2019;9.9;10;10;9.9;9.949452978;228510;2273549.5;3/01/2019;9.9
3/01/2019;9.9;9.9;9.9;9.9;9.9;7500;74250;2/01/2019;9.9
2/01/2019;9.9;9.9;9.9;9.9;9.9;8000;79200;28/12/2018;9.95
